,link_id,orig_int,dest_int,xi,xj,yi,yj,normalised_density,avg_density,geo_density,hourly_vol,capacity,lane_count,preds,color,mean_normalised_density
452,597fe661-4385-4ac1-9727-e9e22dd0c38b,2293,4722,144.93922695312585,144.94073040255478,-37.84184813791274,-37.84009013288913,0.6681463896001671,0.5933493256385173,0.5860098565350051,1096.0,820.1795422825448,2,2,dark_blue,0.31297613550902054
453,ea4df48c-e8ad-49c1-b299-3a95bc7bc692,4372,4476,144.9467249101945,144.94850034960456,-37.81897225376384,-37.81844447444048,0.5636711682415104,0.43392321078213314,0.38551229160910727,692.0,1227.666126970514,1,0,dark_blue,0.3598713923457558
454,916a3aaf-e107-4e5f-99a4-26fb80fd61b2,4458,4435,144.9339979108606,144.9362612623986,-37.80932336617677,-37.80962439597883,0.0,0.0,0.0,0.0,967.8130027366252,4,2,dark_blue,0.31297613550902054
455,c5c16885-eaaf-4383-bcec-7b839589ca78,2860,4475,144.9404268800693,144.94004486050525,-37.7876545965008,-37.7891438675448,0.2607852284006092,0.4150632291782535,0.39351001000540314,824.0,1053.229388609133,3,2,dark_blue,0.31297613550902054
456,1bf57b9e-298c-47b3-90ae-f4b627109a04,4381,4380,144.97118084541876,144.96840607069475,-37.79250503998712,-37.792231911834264,0.6349057369650043,0.5815252985014807,0.5081429793214364,2132.0,1119.3262641850065,3,3,red,0.8742830024473064
457,fa518a37-04df-4f9d-8249-538c12a05f92,1183,4240,144.88141623238715,144.88822408335724,-37.797890471301336,-37.79850839352341,0.7837937105682092,0.5023489375866744,0.4161049084736118,696.0,887.988753437989,1,2,dark_blue,0.31297613550902054
458,d5ad77c6-18c0-49b8-9965-539160501e22,4155,4682,144.9963070303347,144.9966143653967,-37.78302217913329,-37.78089159905244,0.6399325837148611,0.8115569486631969,0.7810299916226942,636.0,993.854690611264,1,0,dark_blue,0.3598713923457558
459,1a2762f0-f02e-49b4-af19-fa6c3e736216,3391,3392,144.9895860634637,144.98911162066034,-37.820261612068975,-37.82309222227098,0.7055460383766253,0.771978263167051,0.7437124778822775,1852.0,874.9724323500441,3,3,red,0.8742830024473064
460,7c57b65d-503c-4767-a056-1427cb50ac5a,4324,4326,145.03816711362998,145.05772299079356,-37.8076804494962,-37.809987239251704,0.30950870846168826,0.36677319949678366,0.3394798163259129,240.0,775.4224467312777,1,0,dark_blue,0.3598713923457558
461,0a3faf1b-f89f-45d7-a4f8-4d0728404150,4593,4594,144.97306247727778,144.970577516002,-37.81132701882457,-37.81205922959978,0.04768762928587745,0.16580311550394888,0.12745907722781133,92.0,964.6107531208888,2,0,dark_blue,0.3598713923457558
462,50c205d8-f6d9-448d-a013-d193bca6be92,4757,2984,145.01233561708,145.00492867993643,-37.84925130087439,-37.84829691472062,0.6507256829385427,0.38908038929548283,0.3622032134984414,628.0,965.0764008023808,1,1,dark_blue,0.39203225574404343
463,54db20a6-259b-4843-b838-00376b7af620,2918,4405,144.97095256954466,144.96885743232133,-37.80748771123826,-37.807262343881035,0.5881002365931296,0.5305508002132888,0.27655216140793876,956.0,812.7866140116839,2,2,dark_blue,0.31297613550902054
464,6356f38e-2c12-474d-aa10-2976099e7b8e,4487,4518,144.9375055328774,144.94306853324665,-37.80532056582082,-37.80540885856991,0.9023424519362047,0.583103175342743,0.5004389031531461,1280.0,709.2650895751581,2,0,dark_blue,0.3598713923457558
465,abe8f239-62f8-4968-ba8e-e43bfba29f0a,4387,4390,144.95848591661235,144.96327589665125,-37.80400997909088,-37.804534499830666,0.5457318331595977,0.5091522714225974,0.4948251073430575,1036.0,949.1841386656153,2,0,dark_blue,0.3598713923457558
466,d75c132d-50d7-4eb5-8855-57576a650094,4105,4103,145.00988949194158,145.00918354972086,-37.8637189145132,-37.86756400610876,0.5715622014293765,0.5743431692093841,0.5416585801053535,556.0,972.7725147141322,1,1,dark_blue,0.39203225574404343
467,64f5f106-69e9-420c-b550-fbc515c65579,3381,3382,144.99330421734157,144.9930025467028,-37.79790366334054,-37.799818040355206,0.6492038236883354,0.6140486107827197,0.6130414402059201,2912.0,897.0988443832609,5,3,red,0.8742830024473064
468,035d1f47-2abe-4913-bcec-e7c400651fc5,4437,4526,144.9504127667796,144.95211233254307,-37.81789201725672,-37.82175157722144,0.22161971703873362,0.15439843983547735,0.09757499669902957,364.0,821.2265696927631,2,0,dark_blue,0.3598713923457558
469,ed8dfb3d-c8bd-417a-9c9b-a876d227fd80,3861,3393,144.99117613693784,144.9888547824255,-37.824884762076756,-37.824601814660475,0.4190237024177044,0.3846267891265855,0.3780520598924382,480.0,1145.5199246020486,1,2,dark_blue,0.31297613550902054
470,56e9bb29-3091-41ec-8dd2-a9a74aae5bb6,4230,4257,144.88215204085017,144.88291605573033,-37.8202345741096,-37.81576051851138,0.5925750314017545,0.3747502762691959,0.32388252860320116,864.0,729.0216041976839,2,0,dark_blue,0.3598713923457558
471,63cc3a29-a8bc-4a37-9723-d7f8fe1514f3,3400,3401,144.98458538574684,144.98421514230643,-37.84831083977659,-37.85063854085271,0.3518752947881122,0.5474747840215713,0.4836163846111941,816.0,1159.5016929099393,2,3,red,0.8742830024473064
472,52934b74-e2db-4821-a960-bab57cb49c60,4601,4602,144.95573761990642,144.95325307969017,-37.8163534620753,-37.81705827443936,0.24051152161572975,0.28359381654462545,0.16760161080346053,464.0,964.6107531208888,2,0,dark_blue,0.3598713923457558
473,59fda80d-e4ea-4ce2-8e20-91ae716c1722,4229,4251,144.88547058980157,144.88347780816468,-37.81302182399664,-37.81279677515515,0.20227224415234285,0.1681313450221489,0.11576428038756519,276.0,1364.4976410709546,1,0,dark_blue,0.3598713923457558
474,d6a15c42-51cf-45ba-8915-2e225c754f52,4484,4474,144.93487546893186,144.9360707685441,-37.79494701991658,-37.7887228315498,0.12135538472268657,0.29710540412904934,0.25854205099247185,100.0,824.0260638496882,1,0,dark_blue,0.3598713923457558
475,22cab711-ea5e-476a-a226-8f8e36407d49,4392,4407,144.96436635703878,144.96729902886955,-37.79832621721032,-37.79864722731687,0.7537814122197308,0.29338706131670134,0.0,872.0,1156.8340448090114,1,0,dark_blue,0.3598713923457558
476,dd6aa060-3eab-40dc-88c1-9781b928f9da,2411,2409,145.00137852155459,144.9922769049668,-37.85897870754016,-37.85761623548941,0.3842581157487818,0.5178185874169622,0.4971072326306965,3004.0,1954.415454665334,4,3,red,0.8742830024473064
477,a4a6a043-2e82-4328-a926-2026dd3edebc,4266,4264,145.04482074911547,145.03536425122743,-37.823706069215206,-37.82257537885026,0.4435889718916881,0.8264048682127612,0.7575428189676121,500.0,1127.169590956571,1,1,dark_blue,0.39203225574404343
478,bff14f9c-f589-4059-bda2-38fffb30e12e,4035,3004,145.05937059194838,145.0463134893874,-37.81734107022542,-37.8157823828458,0.6011837021269991,1.1140594224171678,0.9909384904545896,540.0,898.227942789317,1,3,red,0.8742830024473064
479,3d0b043b-914e-4a71-abb9-88efb4b37efd,4576,4594,144.97148933433414,144.970577516002,-37.81402148385118,-37.81205922959978,0.26539202385183974,0.3114624584016802,0.30153341130328104,512.0,964.6107531208888,2,0,dark_blue,0.3598713923457558
480,e25d315e-a327-4e81-8492-1b4ede914516,4204,4203,144.91618823598864,144.9052218034694,-37.771710016146784,-37.77048816144821,0.39373027924211396,0.10678277248507043,0.026258005175220114,256.0,650.191294641527,1,0,dark_blue,0.3598713923457558
481,d516de53-04cc-44f3-a8b6-bf50b092daac,2103,2104,144.98515722955722,144.98820359569368,-37.79387145615554,-37.79418487755824,0.8438381805205252,0.6717405487693423,0.5018870162274401,2468.0,974.9104575467315,3,3,red,0.8742830024473064
482,c770e055-4310-4630-99fb-3bbeaf0e4c65,3660,3661,145.0153883185395,145.02001907256732,-37.8053161494201,-37.80671884236051,0.4816992032669802,0.43756549324967614,0.4241431293381453,796.0,826.2417651943049,2,2,dark_blue,0.31297613550902054
483,1c2becf0-384e-40e4-b61d-e99d19980dfc,4150,2841,145.00639219764724,145.01048838976635,-37.830244070370505,-37.83044853793982,0.635120600637232,0.4265547439189524,0.4038322215876943,1084.0,853.3812309917175,2,3,red,0.8742830024473064
484,c0c7c835-ac53-456e-a685-ac1e58810e33,2985,2411,145.00416463254555,145.00137852155459,-37.85935040630933,-37.85897870754016,0.7045173562188054,0.44785650138181926,0.401564181790658,3068.0,1088.6885798194432,4,3,red,0.8742830024473064
485,337a521f-912a-4b1a-955c-a05627ad1421,2984,4755,145.00492867993643,145.00320737034755,-37.84829691472062,-37.848069469823,0.30878789325029243,0.3266749871266378,0.16033108600260246,600.0,971.5406806990025,2,1,dark_blue,0.39203225574404343
486,266a1fc3-742c-4f5e-a571-f8dee6ce5279,1061,4387,144.95745688101925,144.95848591661235,-37.801784252187595,-37.80400997909088,0.6236255310397311,0.2863771332508276,0.20525281456740793,317.3333333333333,508.8523762076638,1,2,dark_blue,0.31297613550902054
487,f9608bc2-5469-4244-b7a5-2574e0bee5c2,3454,3453,144.98736218601948,144.98428156183925,-37.79924415339194,-37.798930121731914,0.3266677858694121,0.47586809958534576,0.3764440145122601,632.0,967.3436245296724,2,2,dark_blue,0.31297613550902054
488,a3b03962-a315-488c-a7ae-4d7dfdc0e79b,4071,4103,145.0183379959878,145.00918354972086,-37.868709791719276,-37.86756400610876,0.74882872502897,0.6121165386377566,0.5778934668531824,632.0,843.9847175674914,1,1,dark_blue,0.39203225574404343
489,eb762842-8cfa-451d-bcc5-792edcc79b90,1044,4384,144.95941496313085,144.95877356200526,-37.78469581440614,-37.789848454670675,1.53207734346479,1.3084903075784504,1.099642166246449,560.0,365.51679482026736,1,3,red,0.8742830024473064
490,9253c206-8b48-4171-86f8-40eda94e3ae7,4483,3764,144.92917517713477,144.9351193088534,-37.803056609697215,-37.79924088461209,1.6258380188880144,1.1403045814286557,1.0913401930520494,1032.0,634.749580223147,1,3,red,0.8742830024473064
491,e3a8cd73-3401-460a-ab41-f2b3db2af498,2821,2823,145.02977065008446,145.0261346744077,-37.79195874380354,-37.789473667032944,1.1928614946847858,0.8055202755092954,0.7059958070175525,1980.0,829.9370919518263,2,3,red,0.8742830024473064
492,8ef26836-c8ce-49d8-abbd-17772b7d0d71,3861,4808,144.99117613693784,144.99794921324565,-37.824884762076756,-37.825657988750585,0.3091174432852285,0.34799136941576014,0.3415963721272335,352.0,1138.7257744468434,1,0,dark_blue,0.3598713923457558
493,7fb2e098-9f3e-4ca5-b7f1-4c9dd153198f,2920,2919,144.96631503426832,144.96875426492824,-37.80884959359272,-37.80812569470971,0.031139937734107892,0.3577329113333167,0.16346112969760668,56.0,899.1668589411248,2,2,dark_blue,0.31297613550902054
494,6f183ac5-d598-4d49-b17a-1eefa8526bdd,3453,4144,144.98428156183925,144.9830123222511,-37.798930121731914,-37.806343126273426,0.2571738043603702,0.2630845768010207,0.23859788584236627,252.0,979.8820709082786,1,2,dark_blue,0.31297613550902054
495,55a9461b-662a-49ba-a7ea-3403d2a32e36,4349,4348,145.0580823615553,145.06078784081222,-37.86603789729989,-37.86950699520897,0.9850697702855687,0.8805744560094347,0.7292591636177684,880.0,893.3377376354679,1,1,dark_blue,0.39203225574404343
496,89723a34-e125-427e-84de-31650fad7e48,2604,2603,144.8859759150286,144.88951239550622,-37.78972673141604,-37.79115092435686,0.5395263834963353,0.47830763455696684,0.4668869170884032,920.0,852.5996393707862,2,2,dark_blue,0.31297613550902054
